,Unnamed: 0.1,Unnamed: 0,ID,CLASS,filename,split,label,species
51,51,51,52,1,001.Black_footed_Albatross/Black_Footed_Albatross_0088_796133.jpg,test,0,Black footed Albatross
52,52,52,53,1,001.Black_footed_Albatross/Black_Footed_Albatross_0068_796135.jpg,val,0,Black footed Albatross
53,53,53,54,1,001.Black_footed_Albatross/Black_Footed_Albatross_0003_796136.jpg,test,0,Black footed Albatross
54,54,54,55,1,001.Black_footed_Albatross/Black_Footed_Albatross_0007_796138.jpg,train,0,Black footed Albatross
55,55,55,56,1,001.Black_footed_Albatross/Black_Footed_Albatross_0069_796139.jpg,train,0,Black footed Albatross
56,56,56,57,1,001.Black_footed_Albatross/Black_Footed_Albatross_0035_796140.jpg,test,0,Black footed Albatross
57,57,57,58,1,001.Black_footed_Albatross/Black_Footed_Albatross_0063_796141.jpg,train,0,Black footed Albatross
58,58,58,59,1,001.Black_footed_Albatross/Black_Footed_Albatross_0058_796074.jpg,test,0,Black footed Albatross
59,59,59,60,1,001.Black_footed_Albatross/Black_Footed_Albatross_0081_426.jpg,val,0,Black footed Albatross
60,60,60,61,2,002.Laysan_Albatross/Laysan_Albatross_0002_1027.jpg,test,1,Laysan Albatross
61,61,61,62,2,002.Laysan_Albatross/Laysan_Albatross_0003_1033.jpg,train,1,Laysan Albatross
62,62,62,63,2,002.Laysan_Albatross/Laysan_Albatross_0082_524.jpg,test,1,Laysan Albatross
63,63,63,64,2,002.Laysan_Albatross/Laysan_Albatross_0044_784.jpg,train,1,Laysan Albatross
64,64,64,65,2,002.Laysan_Albatross/Laysan_Albatross_0070_788.jpg,test,1,Laysan Albatross
65,65,65,66,2,002.Laysan_Albatross/Laysan_Albatross_0050_870.jpg,train,1,Laysan Albatross
66,66,66,67,2,002.Laysan_Albatross/Laysan_Albatross_0071_792.jpg,train,1,Laysan Albatross
67,67,67,68,2,002.Laysan_Albatross/Laysan_Albatross_0053_543.jpg,test,1,Laysan Albatross
68,68,68,69,2,002.Laysan_Albatross/Laysan_Albatross_0081_800.jpg,train,1,Laysan Albatross
69,69,69,70,2,002.Laysan_Albatross/Laysan_Albatross_0001_545.jpg,test,1,Laysan Albatross
70,70,70,71,2,002.Laysan_Albatross/Laysan_Albatross_0023_1059.jpg,test,1,Laysan Albatross
71,71,71,72,2,002.Laysan_Albatross/Laysan_Albatross_0065_809.jpg,train,1,Laysan Albatross
72,72,72,73,2,002.Laysan_Albatross/Laysan_Albatross_0061_563.jpg,train,1,Laysan Albatross
73,73,73,74,2,002.Laysan_Albatross/Laysan_Albatross_0085_564.jpg,train,1,Laysan Albatross
74,74,74,75,2,002.Laysan_Albatross/Laysan_Albatross_0005_565.jpg,train,1,Laysan Albatross
75,75,75,76,2,002.Laysan_Albatross/Laysan_Albatross_0060_777.jpg,test,1,Laysan Albatross
76,76,76,77,2,002.Laysan_Albatross/Laysan_Albatross_0055_570.jpg,train,1,Laysan Albatross
77,77,77,78,2,002.Laysan_Albatross/Laysan_Albatross_0025_571.jpg,train,1,Laysan Albatross
78,78,78,79,2,002.Laysan_Albatross/Laysan_Albatross_0080_821.jpg,test,1,Laysan Albatross
79,79,79,80,2,002.Laysan_Albatross/Laysan_Albatross_0092_834.jpg,train,1,Laysan Albatross
80,80,80,81,2,002.Laysan_Albatross/Laysan_Albatross_0013_910.jpg,train,1,Laysan Albatross
81,81,81,82,2,002.Laysan_Albatross/Laysan_Albatross_0091_602.jpg,test,1,Laysan Albatross
82,82,82,83,2,002.Laysan_Albatross/Laysan_Albatross_0102_611.jpg,test,1,Laysan Albatross
83,83,83,84,2,002.Laysan_Albatross/Laysan_Albatross_0099_869.jpg,train,1,Laysan Albatross
84,84,84,85,2,002.Laysan_Albatross/Laysan_Albatross_0017_614.jpg,test,1,Laysan Albatross
85,85,85,86,2,002.Laysan_Albatross/Laysan_Albatross_0047_619.jpg,train,1,Laysan Albatross
86,86,86,87,2,002.Laysan_Albatross/Laysan_Albatross_0035_876.jpg,test,1,Laysan Albatross
87,87,87,88,2,002.Laysan_Albatross/Laysan_Albatross_0098_621.jpg,test,1,Laysan Albatross
88,88,88,89,2,002.Laysan_Albatross/Laysan_Albatross_0088_883.jpg,val,1,Laysan Albatross
89,89,89,90,2,002.Laysan_Albatross/Laysan_Albatross_0034_628.jpg,test,1,Laysan Albatross
90,90,90,91,2,002.Laysan_Albatross/Laysan_Albatross_0104_630.jpg,test,1,Laysan Albatross
91,91,91,92,2,002.Laysan_Albatross/Laysan_Albatross_0058_637.jpg,test,1,Laysan Albatross
92,92,92,93,2,002.Laysan_Albatross/Laysan_Albatross_0028_643.jpg,test,1,Laysan Albatross
93,93,93,94,2,002.Laysan_Albatross/Laysan_Albatross_0033_658.jpg,test,1,Laysan Albatross
94,94,94,95,2,002.Laysan_Albatross/Laysan_Albatross_0075_668.jpg,test,1,Laysan Albatross
95,95,95,96,2,002.Laysan_Albatross/Laysan_Albatross_0076_671.jpg,train,1,Laysan Albatross
96,96,96,97,2,002.Laysan_Albatross/Laysan_Albatross_0096_673.jpg,train,1,Laysan Albatross
97,97,97,98,2,002.Laysan_Albatross/Laysan_Albatross_0064_674.jpg,test,1,Laysan Albatross
98,98,98,99,2,002.Laysan_Albatross/Laysan_Albatross_0039_924.jpg,train,1,Laysan Albatross
99,99,99,100,2,002.Laysan_Albatross/Laysan_Albatross_0049_918.jpg,test,1,Laysan Albatross
100,100,100,101,2,002.Laysan_Albatross/Laysan_Albatross_0012_696.jpg,test,1,Laysan Albatross
101,101,101,102,2,002.Laysan_Albatross/Laysan_Albatross_0056_500.jpg,train,1,Laysan Albatross
102,102,102,103,2,002.Laysan_Albatross/Laysan_Albatross_0037_699.jpg,test,1,Laysan Albatross
103,103,103,104,2,002.Laysan_Albatross/Laysan_Albatross_0006_702.jpg,train,1,Laysan Albatross
104,104,104,105,2,002.Laysan_Albatross/Laysan_Albatross_0073_927.jpg,train,1,Laysan Albatross
105,105,105,106,2,002.Laysan_Albatross/Laysan_Albatross_0042_801.jpg,test,1,Laysan Albatross
106,106,106,107,2,002.Laysan_Albatross/Laysan_Albatross_0004_930.jpg,test,1,Laysan Albatross
107,107,107,108,2,002.Laysan_Albatross/Laysan_Albatross_0093_725.jpg,test,1,Laysan Albatross
108,108,108,109,2,002.Laysan_Albatross/Laysan_Albatross_0068_726.jpg,train,1,Laysan Albatross
109,109,109,110,2,002.Laysan_Albatross/Laysan_Albatross_0040_472.jpg,train,1,Laysan Albatross
110,110,110,111,2,002.Laysan_Albatross/Laysan_Albatross_0100_735.jpg,val,1,Laysan Albatross
111,111,111,112,2,002.Laysan_Albatross/Laysan_Albatross_0021_737.jpg,test,1,Laysan Albatross
112,112,112,113,2,002.Laysan_Albatross/Laysan_Albatross_0029_482.jpg,train,1,Laysan Albatross
113,113,113,114,2,002.Laysan_Albatross/Laysan_Albatross_0059_488.jpg,test,1,Laysan Albatross
114,114,114,115,2,002.Laysan_Albatross/Laysan_Albatross_0018_492.jpg,train,1,Laysan Albatross
115,115,115,116,2,002.Laysan_Albatross/Laysan_Albatross_0083_756.jpg,val,1,Laysan Albatross
116,116,116,117,2,002.Laysan_Albatross/Laysan_Albatross_0094_1013.jpg,train,1,Laysan Albatross
117,117,117,118,2,002.Laysan_Albatross/Laysan_Albatross_0103_504.jpg,test,1,Laysan Albatross
118,118,118,119,2,002.Laysan_Albatross/Laysan_Albatross_0079_506.jpg,test,1,Laysan Albatross
119,119,119,120,2,002.Laysan_Albatross/Laysan_Albatross_0051_1020.jpg,train,1,Laysan Albatross
120,120,120,121,3,003.Sooty_Albatross/Sooty_Albatross_0038_1065.jpg,val,2,Sooty Albatross
121,121,121,122,3,003.Sooty_Albatross/Sooty_Albatross_0031_1066.jpg,train,2,Sooty Albatross
122,122,122,123,3,003.Sooty_Albatross/Sooty_Albatross_0001_1071.jpg,val,2,Sooty Albatross
123,123,123,124,3,003.Sooty_Albatross/Sooty_Albatross_0016_1075.jpg,train,2,Sooty Albatross
124,124,124,125,3,003.Sooty_Albatross/Sooty_Albatross_0043_1076.jpg,train,2,Sooty Albatross
125,125,125,126,3,003.Sooty_Albatross/Sooty_Albatross_0003_1078.jpg,test,2,Sooty Albatross
126,126,126,127,3,003.Sooty_Albatross/Sooty_Albatross_0077_1080.jpg,train,2,Sooty Albatross
127,127,127,128,3,003.Sooty_Albatross/Sooty_Albatross_0063_1101.jpg,train,2,Sooty Albatross
128,128,128,129,3,003.Sooty_Albatross/Sooty_Albatross_0044_1105.jpg,test,2,Sooty Albatross
129,129,129,130,3,003.Sooty_Albatross/Sooty_Albatross_0071_1116.jpg,test,2,Sooty Albatross
130,130,130,131,3,003.Sooty_Albatross/Sooty_Albatross_0070_796346.jpg,train,2,Sooty Albatross
131,131,131,132,3,003.Sooty_Albatross/Sooty_Albatross_0030_1122.jpg,test,2,Sooty Albatross
132,132,132,133,3,003.Sooty_Albatross/Sooty_Albatross_0054_796347.jpg,test,2,Sooty Albatross
133,133,133,134,3,003.Sooty_Albatross/Sooty_Albatross_0033_1128.jpg,test,2,Sooty Albatross
134,134,134,135,3,003.Sooty_Albatross/Sooty_Albatross_0048_1130.jpg,test,2,Sooty Albatross
135,135,135,136,3,003.Sooty_Albatross/Sooty_Albatross_0032_1149.jpg,train,2,Sooty Albatross
136,136,136,137,3,003.Sooty_Albatross/Sooty_Albatross_0034_1154.jpg,train,2,Sooty Albatross
137,137,137,138,3,003.Sooty_Albatross/Sooty_Albatross_0055_1160.jpg,train,2,Sooty Albatross
138,138,138,139,3,003.Sooty_Albatross/Sooty_Albatross_0024_1161.jpg,test,2,Sooty Albatross
139,139,139,140,3,003.Sooty_Albatross/Sooty_Albatross_0045_1162.jpg,train,2,Sooty Albatross
140,140,140,141,3,003.Sooty_Albatross/Sooty_Albatross_0073_1171.jpg,train,2,Sooty Albatross
141,141,141,142,3,003.Sooty_Albatross/Sooty_Albatross_0074_1221.jpg,train,2,Sooty Albatross
142,142,142,143,3,003.Sooty_Albatross/Sooty_Albatross_0021_796339.jpg,train,2,Sooty Albatross
143,143,143,144,3,003.Sooty_Albatross/Sooty_Albatross_0005_796342.jpg,test,2,Sooty Albatross
144,144,144,145,3,003.Sooty_Albatross/Sooty_Albatross_0064_796343.jpg,train,2,Sooty Albatross
145,145,145,146,3,003.Sooty_Albatross/Sooty_Albatross_0042_1210.jpg,test,2,Sooty Albatross
146,146,146,147,3,003.Sooty_Albatross/Sooty_Albatross_0046_1211.jpg,test,2,Sooty Albatross
147,147,147,148,3,003.Sooty_Albatross/Sooty_Albatross_0017_796349.jpg,train,2,Sooty Albatross
148,148,148,149,3,003.Sooty_Albatross/Sooty_Albatross_0049_796350.jpg,test,2,Sooty Albatross
149,149,149,150,3,003.Sooty_Albatross/Sooty_Albatross_0050_796351.jpg,test,2,Sooty Albatross
150,150,150,151,3,003.Sooty_Albatross/Sooty_Albatross_0075_796352.jpg,train,2,Sooty Albatross
151,151,151,152,3,003.Sooty_Albatross/Sooty_Albatross_0068_796353.jpg,train,2,Sooty Albatross
152,152,152,153,3,003.Sooty_Albatross/Sooty_Albatross_0057_796354.jpg,train,2,Sooty Albatross
153,153,153,154,3,003.Sooty_Albatross/Sooty_Albatross_0010_796355.jpg,test,2,Sooty Albatross
154,154,154,155,3,003.Sooty_Albatross/Sooty_Albatross_0029_796357.jpg,test,2,Sooty Albatross
155,155,155,156,3,003.Sooty_Albatross/Sooty_Albatross_0069_796358.jpg,test,2,Sooty Albatross
156,156,156,157,3,003.Sooty_Albatross/Sooty_Albatross_0020_796359.jpg,test,2,Sooty Albatross
157,157,157,158,3,003.Sooty_Albatross/Sooty_Albatross_0058_796360.jpg,train,2,Sooty Albatross
158,158,158,159,3,003.Sooty_Albatross/Sooty_Albatross_0025_796361.jpg,train,2,Sooty Albatross
159,159,159,160,3,003.Sooty_Albatross/Sooty_Albatross_0041_796364.jpg,train,2,Sooty Albatross
160,160,160,161,3,003.Sooty_Albatross/Sooty_Albatross_0076_796365.jpg,test,2,Sooty Albatross
161,161,161,162,3,003.Sooty_Albatross/Sooty_Albatross_0004_796366.jpg,test,2,Sooty Albatross
162,162,162,163,3,003.Sooty_Albatross/Sooty_Albatross_0065_796367.jpg,test,2,Sooty Albatross
163,163,163,164,3,003.Sooty_Albatross/Sooty_Albatross_0072_796371.jpg,train,2,Sooty Albatross
164,164,164,165,3,003.Sooty_Albatross/Sooty_Albatross_0007_796372.jpg,test,2,Sooty Albatross
165,165,165,166,3,003.Sooty_Albatross/Sooty_Albatross_0014_796373.jpg,train,2,Sooty Albatross
166,166,166,167,3,003.Sooty_Albatross/Sooty_Albatross_0051_796374.jpg,test,2,Sooty Albatross
167,167,167,168,3,003.Sooty_Albatross/Sooty_Albatross_0040_796375.jpg,train,2,Sooty Albatross
168,168,168,169,3,003.Sooty_Albatross/Sooty_Albatross_0067_796376.jpg,test,2,Sooty Albatross
169,169,169,170,3,003.Sooty_Albatross/Sooty_Albatross_0066_796382.jpg,test,2,Sooty Albatross
170,170,170,171,3,003.Sooty_Albatross/Sooty_Albatross_0036_796387.jpg,test,2,Sooty Albatross
171,171,171,172,3,003.Sooty_Albatross/Sooty_Albatross_0079_796389.jpg,train,2,Sooty Albatross
172,172,172,173,3,003.Sooty_Albatross/Sooty_Albatross_0006_796390.jpg,test,2,Sooty Albatross
173,173,173,174,3,003.Sooty_Albatross/Sooty_Albatross_0019_796391.jpg,train,2,Sooty Albatross
174,174,174,175,3,003.Sooty_Albatross/Sooty_Albatross_0002_796395.jpg,test,2,Sooty Albatross
175,175,175,176,3,003.Sooty_Albatross/Sooty_Albatross_0022_796398.jpg,train,2,Sooty Albatross
176,176,176,177,3,003.Sooty_Albatross/Sooty_Albatross_0023_796401.jpg,val,2,Sooty Albatross
177,177,177,178,3,003.Sooty_Albatross/Sooty_Albatross_0013_796402.jpg,test,2,Sooty Albatross
178,178,178,179,4,004.Groove_billed_Ani/Groove_Billed_Ani_0068_1538.jpg,test,3,Groove billed Ani
179,179,179,180,4,004.Groove_billed_Ani/Groove_Billed_Ani_0094_1540.jpg,test,3,Groove billed Ani
180,180,180,181,4,004.Groove_billed_Ani/Groove_Billed_Ani_0033_1494.jpg,train,3,Groove billed Ani
181,181,181,182,4,004.Groove_billed_Ani/Groove_Billed_Ani_0069_1546.jpg,train,3,Groove billed Ani
182,182,182,183,4,004.Groove_billed_Ani/Groove_Billed_Ani_0080_1549.jpg,test,3,Groove billed Ani
183,183,183,184,4,004.Groove_billed_Ani/Groove_Billed_Ani_0071_1559.jpg,train,3,Groove billed Ani
184,184,184,185,4,004.Groove_billed_Ani/Groove_Billed_Ani_0037_1560.jpg,test,3,Groove billed Ani
185,185,185,186,4,004.Groove_billed_Ani/Groove_Billed_Ani_0017_1561.jpg,test,3,Groove billed Ani
186,186,186,187,4,004.Groove_billed_Ani/Groove_Billed_Ani_0105_1562.jpg,train,3,Groove billed Ani
187,187,187,188,4,004.Groove_billed_Ani/Groove_Billed_Ani_0090_1567.jpg,train,3,Groove billed Ani
188,188,188,189,4,004.Groove_billed_Ani/Groove_Billed_Ani_0019_1585.jpg,val,3,Groove billed Ani
189,189,189,190,4,004.Groove_billed_Ani/Groove_Billed_Ani_0031_1588.jpg,test,3,Groove billed Ani
190,190,190,191,4,004.Groove_billed_Ani/Groove_Billed_Ani_0107_1590.jpg,test,3,Groove billed Ani
191,191,191,192,4,004.Groove_billed_Ani/Groove_Billed_Ani_0035_1591.jpg,test,3,Groove billed Ani
192,192,192,193,4,004.Groove_billed_Ani/Groove_Billed_Ani_0109_1592.jpg,test,3,Groove billed Ani
193,193,193,194,4,004.Groove_billed_Ani/Groove_Billed_Ani_0036_1604.jpg,train,3,Groove billed Ani
194,194,194,195,4,004.Groove_billed_Ani/Groove_Billed_Ani_0085_1612.jpg,train,3,Groove billed Ani
195,195,195,196,4,004.Groove_billed_Ani/Groove_Billed_Ani_0018_1613.jpg,train,3,Groove billed Ani
196,196,196,197,4,004.Groove_billed_Ani/Groove_Billed_Ani_0007_1615.jpg,train,3,Groove billed Ani
197,197,197,198,4,004.Groove_billed_Ani/Groove_Billed_Ani_0075_1617.jpg,test,3,Groove billed Ani
198,198,198,199,4,004.Groove_billed_Ani/Groove_Billed_Ani_0029_1620.jpg,test,3,Groove billed Ani
199,199,199,200,4,004.Groove_billed_Ani/Groove_Billed_Ani_0108_1639.jpg,test,3,Groove billed Ani
200,200,200,201,4,004.Groove_billed_Ani/Groove_Billed_Ani_0100_1646.jpg,test,3,Groove billed Ani
201,201,201,202,4,004.Groove_billed_Ani/Groove_Billed_Ani_0051_1650.jpg,train,3,Groove billed Ani
202,202,202,203,4,004.Groove_billed_Ani/Groove_Billed_Ani_0015_1653.jpg,train,3,Groove billed Ani
203,203,203,204,4,004.Groove_billed_Ani/Groove_Billed_Ani_0076_1661.jpg,train,3,Groove billed Ani
204,204,204,205,4,004.Groove_billed_Ani/Groove_Billed_Ani_0046_1663.jpg,test,3,Groove billed Ani
205,205,205,206,4,004.Groove_billed_Ani/Groove_Billed_Ani_0002_1670.jpg,val,3,Groove billed Ani
206,206,206,207,4,004.Groove_billed_Ani/Groove_Billed_Ani_0053_1672.jpg,test,3,Groove billed Ani
207,207,207,208,4,004.Groove_billed_Ani/Groove_Billed_Ani_0088_1678.jpg,test,3,Groove billed Ani
208,208,208,209,4,004.Groove_billed_Ani/Groove_Billed_Ani_0072_1696.jpg,train,3,Groove billed Ani
209,209,209,210,4,004.Groove_billed_Ani/Groove_Billed_Ani_0082_1697.jpg,test,3,Groove billed Ani
210,210,210,211,4,004.Groove_billed_Ani/Groove_Billed_Ani_0101_1700.jpg,test,3,Groove billed Ani
211,211,211,212,4,004.Groove_billed_Ani/Groove_Billed_Ani_0010_1704.jpg,test,3,Groove billed Ani
212,212,212,213,4,004.Groove_billed_Ani/Groove_Billed_Ani_0047_1706.jpg,train,3,Groove billed Ani
213,213,213,214,4,004.Groove_billed_Ani/Groove_Billed_Ani_0040_1715.jpg,test,3,Groove billed Ani
214,214,214,215,4,004.Groove_billed_Ani/Groove_Billed_Ani_0077_1724.jpg,train,3,Groove billed Ani
215,215,215,216,4,004.Groove_billed_Ani/Groove_Billed_Ani_0091_1728.jpg,train,3,Groove billed Ani
216,216,216,217,4,004.Groove_billed_Ani/Groove_Billed_Ani_0074_1730.jpg,test,3,Groove billed Ani
217,217,217,218,4,004.Groove_billed_Ani/Groove_Billed_Ani_0044_1731.jpg,train,3,Groove billed Ani
218,218,218,219,4,004.Groove_billed_Ani/Groove_Billed_Ani_0059_1480.jpg,test,3,Groove billed Ani
219,219,219,220,4,004.Groove_billed_Ani/Groove_Billed_Ani_0023_1485.jpg,train,3,Groove billed Ani
220,220,220,221,4,004.Groove_billed_Ani/Groove_Billed_Ani_0004_1528.jpg,train,3,Groove billed Ani
221,221,221,222,4,004.Groove_billed_Ani/Groove_Billed_Ani_0056_1493.jpg,train,3,Groove billed Ani
222,222,222,223,4,004.Groove_billed_Ani/Groove_Billed_Ani_0005_1750.jpg,test,3,Groove billed Ani
223,223,223,224,4,004.Groove_billed_Ani/Groove_Billed_Ani_0058_1751.jpg,train,3,Groove billed Ani
224,224,224,225,4,004.Groove_billed_Ani/Groove_Billed_Ani_0027_1754.jpg,val,3,Groove billed Ani
225,225,225,226,4,004.Groove_billed_Ani/Groove_Billed_Ani_0014_1755.jpg,test,3,Groove billed Ani
226,226,226,227,4,004.Groove_billed_Ani/Groove_Billed_Ani_0055_1501.jpg,train,3,Groove billed Ani
227,227,227,228,4,004.Groove_billed_Ani/Groove_Billed_Ani_0065_1502.jpg,train,3,Groove billed Ani
228,228,228,229,4,004.Groove_billed_Ani/Groove_Billed_Ani_0060_1505.jpg,test,3,Groove billed Ani
229,229,229,230,4,004.Groove_billed_Ani/Groove_Billed_Ani_0006_1763.jpg,train,3,Groove billed Ani
230,230,230,231,4,004.Groove_billed_Ani/Groove_Billed_Ani_0087_1765.jpg,test,3,Groove billed Ani
231,231,231,232,4,004.Groove_billed_Ani/Groove_Billed_Ani_0061_1510.jpg,train,3,Groove billed Ani
232,232,232,233,4,004.Groove_billed_Ani/Groove_Billed_Ani_0062_1767.jpg,test,3,Groove billed Ani
233,233,233,234,4,004.Groove_billed_Ani/Groove_Billed_Ani_0092_1516.jpg,test,3,Groove billed Ani
234,234,234,235,4,004.Groove_billed_Ani/Groove_Billed_Ani_0032_1776.jpg,train,3,Groove billed Ani
235,235,235,236,4,004.Groove_billed_Ani/Groove_Billed_Ani_0009_1522.jpg,test,3,Groove billed Ani
236,236,236,237,4,004.Groove_billed_Ani/Groove_Billed_Ani_0078_1780.jpg,test,3,Groove billed Ani
237,237,237,238,4,004.Groove_billed_Ani/Groove_Billed_Ani_0012_1784.jpg,train,3,Groove billed Ani
238,238,238,239,5,005.Crested_Auklet/Crested_Auklet_0006_1813.jpg,test,4,Crested Auklet
239,239,239,240,5,005.Crested_Auklet/Crested_Auklet_0042_794902.jpg,test,4,Crested Auklet
240,240,240,241,5,005.Crested_Auklet/Crested_Auklet_0061_794904.jpg,train,4,Crested Auklet
241,241,241,242,5,005.Crested_Auklet/Crested_Auklet_0018_1817.jpg,train,4,Crested Auklet
242,242,242,243,5,005.Crested_Auklet/Crested_Auklet_0010_794907.jpg,train,4,Crested Auklet
243,243,243,244,5,005.Crested_Auklet/Crested_Auklet_0041_794910.jpg,test,4,Crested Auklet
244,244,244,245,5,005.Crested_Auklet/Crested_Auklet_0029_1824.jpg,train,4,Crested Auklet
245,245,245,246,5,005.Crested_Auklet/Crested_Auklet_0044_1825.jpg,test,4,Crested Auklet
246,246,246,247,5,005.Crested_Auklet/Crested_Auklet_0013_794914.jpg,train,4,Crested Auklet
247,247,247,248,5,005.Crested_Auklet/Crested_Auklet_0047_794918.jpg,train,4,Crested Auklet
