,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,ID,CLASS,filename,split,label,species
576,576,576,576,577,11,011.Rusty_Blackbird/Rusty_Blackbird_0001_6548.jpg,val,10,Rusty Blackbird
630,630,630,630,631,12,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0062_8310.jpg,val,11,Yellow headed Blackbird
646,646,646,646,647,12,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0072_8606.jpg,val,11,Yellow headed Blackbird
656,656,656,656,657,12,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0073_8442.jpg,val,11,Yellow headed Blackbird
662,662,662,662,663,13,013.Bobolink/Bobolink_0001_9261.jpg,val,12,Bobolink
701,701,701,701,702,13,013.Bobolink/Bobolink_0064_10092.jpg,val,12,Bobolink
718,718,718,718,719,13,013.Bobolink/Bobolink_0047_9204.jpg,val,12,Bobolink
743,743,743,743,744,14,014.Indigo_Bunting/Indigo_Bunting_0056_12637.jpg,val,13,Indigo Bunting
750,750,750,750,751,14,014.Indigo_Bunting/Indigo_Bunting_0076_12950.jpg,val,13,Indigo Bunting
754,754,754,754,755,14,014.Indigo_Bunting/Indigo_Bunting_0041_13987.jpg,val,13,Indigo Bunting
790,790,790,790,791,15,015.Lazuli_Bunting/Lazuli_Bunting_0027_14895.jpg,val,14,Lazuli Bunting
806,806,806,806,807,15,015.Lazuli_Bunting/Lazuli_Bunting_0008_15195.jpg,val,14,Lazuli Bunting
815,815,815,815,816,15,015.Lazuli_Bunting/Lazuli_Bunting_0054_14714.jpg,val,14,Lazuli Bunting
854,854,854,854,855,16,016.Painted_Bunting/Painted_Bunting_0079_15197.jpg,val,15,Painted Bunting
869,869,869,869,870,16,016.Painted_Bunting/Painted_Bunting_0087_15232.jpg,val,15,Painted Bunting
873,873,873,873,874,16,016.Painted_Bunting/Painted_Bunting_0099_16525.jpg,val,15,Painted Bunting
901,901,901,901,902,17,017.Cardinal/Cardinal_0045_18021.jpg,val,16,Cardinal
933,933,933,933,934,17,017.Cardinal/Cardinal_0084_17576.jpg,val,16,Cardinal
951,951,951,951,952,17,017.Cardinal/Cardinal_0002_18424.jpg,val,16,Cardinal
963,963,963,963,964,18,018.Spotted_Catbird/Spotted_Catbird_0039_796811.jpg,val,17,Spotted Catbird
979,979,979,979,980,18,018.Spotted_Catbird/Spotted_Catbird_0036_19406.jpg,val,17,Spotted Catbird
986,986,986,986,987,18,018.Spotted_Catbird/Spotted_Catbird_0034_19437.jpg,val,17,Spotted Catbird
1021,1021,1021,1021,1022,19,019.Gray_Catbird/Gray_Catbird_0055_20671.jpg,val,18,Gray Catbird
1022,1022,1022,1022,1023,19,019.Gray_Catbird/Gray_Catbird_0100_20674.jpg,val,18,Gray Catbird
1038,1038,1038,1038,1039,19,019.Gray_Catbird/Gray_Catbird_0117_21333.jpg,val,18,Gray Catbird
1066,1066,1066,1066,1067,20,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0032_21823.jpg,val,19,Yellow breasted Chat
1093,1093,1093,1093,1094,20,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0101_21677.jpg,val,19,Yellow breasted Chat
1109,1109,1109,1109,1110,20,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0077_21986.jpg,val,19,Yellow breasted Chat
1128,1128,1128,1128,1129,21,021.Eastern_Towhee/Eastern_Towhee_0074_22620.jpg,val,20,Eastern Towhee
1134,1134,1134,1134,1135,21,021.Eastern_Towhee/Eastern_Towhee_0064_22649.jpg,val,20,Eastern Towhee
1146,1146,1146,1146,1147,21,021.Eastern_Towhee/Eastern_Towhee_0030_22693.jpg,val,20,Eastern Towhee
1221,1221,1221,1221,1222,22,022.Chuck_will_Widow/Chuck_Will_Widow_0056_796996.jpg,val,21,Chuck will Widow
1226,1226,1226,1226,1227,22,022.Chuck_will_Widow/Chuck_Will_Widow_0043_797001.jpg,val,21,Chuck will Widow
1227,1227,1227,1227,1228,22,022.Chuck_will_Widow/Chuck_Will_Widow_0049_22747.jpg,val,21,Chuck will Widow
1247,1247,1247,1247,1248,23,023.Brandt_Cormorant/Brandt_Cormorant_0087_23126.jpg,val,22,Brandt Cormorant
1269,1269,1269,1269,1270,23,023.Brandt_Cormorant/Brandt_Cormorant_0015_23198.jpg,val,22,Brandt Cormorant
1277,1277,1277,1277,1278,23,023.Brandt_Cormorant/Brandt_Cormorant_0006_22925.jpg,val,22,Brandt Cormorant
1317,1317,1317,1317,1318,24,024.Red_faced_Cormorant/Red_Faced_Cormorant_0046_23446.jpg,val,23,Red faced Cormorant
1326,1326,1326,1326,1327,24,024.Red_faced_Cormorant/Red_Faced_Cormorant_0017_796323.jpg,val,23,Red faced Cormorant
1339,1339,1339,1339,1340,24,024.Red_faced_Cormorant/Red_Faced_Cormorant_0060_23416.jpg,val,23,Red faced Cormorant
1379,1379,1379,1379,1380,25,025.Pelagic_Cormorant/Pelagic_Cormorant_0093_23722.jpg,val,24,Pelagic Cormorant
1382,1382,1382,1382,1383,25,025.Pelagic_Cormorant/Pelagic_Cormorant_0057_24002.jpg,val,24,Pelagic Cormorant
1400,1400,1400,1400,1401,25,025.Pelagic_Cormorant/Pelagic_Cormorant_0022_23802.jpg,val,24,Pelagic Cormorant
1405,1405,1405,1405,1406,26,026.Bronzed_Cowbird/Bronzed_Cowbird_0055_24076.jpg,val,25,Bronzed Cowbird
1407,1407,1407,1407,1408,26,026.Bronzed_Cowbird/Bronzed_Cowbird_0060_24082.jpg,val,25,Bronzed Cowbird
1414,1414,1414,1414,1415,26,026.Bronzed_Cowbird/Bronzed_Cowbird_0052_796216.jpg,val,25,Bronzed Cowbird
1471,1471,1471,1471,1472,27,027.Shiny_Cowbird/Shiny_Cowbird_0076_24363.jpg,val,26,Shiny Cowbird
1500,1500,1500,1500,1501,27,027.Shiny_Cowbird/Shiny_Cowbird_0034_796849.jpg,val,26,Shiny Cowbird
1503,1503,1503,1503,1504,27,027.Shiny_Cowbird/Shiny_Cowbird_0017_796853.jpg,val,26,Shiny Cowbird
1531,1531,1531,1531,1532,28,028.Brown_Creeper/Brown_Creeper_0114_24649.jpg,val,27,Brown Creeper
1534,1534,1534,1534,1535,28,028.Brown_Creeper/Brown_Creeper_0053_24451.jpg,val,27,Brown Creeper
1551,1551,1551,1551,1552,28,028.Brown_Creeper/Brown_Creeper_0058_24933.jpg,val,27,Brown Creeper
1590,1590,1590,1590,1591,29,029.American_Crow/American_Crow_0111_25127.jpg,val,28,American Crow
1618,1618,1618,1618,1619,29,029.American_Crow/American_Crow_0036_25313.jpg,val,28,American Crow
1620,1620,1620,1620,1621,29,029.American_Crow/American_Crow_0074_25350.jpg,val,28,American Crow
1641,1641,1641,1641,1642,30,030.Fish_Crow/Fish_Crow_0068_25859.jpg,val,29,Fish Crow
1644,1644,1644,1644,1645,30,030.Fish_Crow/Fish_Crow_0011_25866.jpg,val,29,Fish Crow
1674,1674,1674,1674,1675,30,030.Fish_Crow/Fish_Crow_0058_25999.jpg,val,29,Fish Crow
1723,1723,1723,1723,1724,31,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0066_26303.jpg,val,30,Black billed Cuckoo
1734,1734,1734,1734,1735,31,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0087_795300.jpg,val,30,Black billed Cuckoo
1756,1756,1756,1756,1757,31,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0090_26311.jpg,val,30,Black billed Cuckoo
1771,1771,1771,1771,1772,32,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0015_26380.jpg,val,31,Mangrove Cuckoo
1800,1800,1800,1800,1801,32,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0036_794606.jpg,val,31,Mangrove Cuckoo
1807,1807,1807,1807,1808,32,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0004_794614.jpg,val,31,Mangrove Cuckoo
1826,1826,1826,1826,1827,33,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0045_26685.jpg,val,32,Yellow billed Cuckoo
1829,1829,1829,1829,1830,33,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0093_26432.jpg,val,32,Yellow billed Cuckoo
1841,1841,1841,1841,1842,33,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0081_26429.jpg,val,32,Yellow billed Cuckoo
1906,1906,1906,1906,1907,34,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0046_797295.jpg,val,33,Gray crowned Rosy Finch
1917,1917,1917,1917,1918,34,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0052_27032.jpg,val,33,Gray crowned Rosy Finch
1920,1920,1920,1920,1921,34,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0024_27057.jpg,val,33,Gray crowned Rosy Finch
1974,1974,1974,1974,1975,35,035.Purple_Finch/Purple_Finch_0113_27547.jpg,val,34,Purple Finch
1977,1977,1977,1977,1978,35,035.Purple_Finch/Purple_Finch_0088_28076.jpg,val,34,Purple Finch
1991,1991,1991,1991,1992,35,035.Purple_Finch/Purple_Finch_0036_27641.jpg,val,34,Purple Finch
2002,2002,2002,2002,2003,36,036.Northern_Flicker/Northern_Flicker_0091_28799.jpg,val,35,Northern Flicker
2012,2012,2012,2012,2013,36,036.Northern_Flicker/Northern_Flicker_0077_28341.jpg,val,35,Northern Flicker
2024,2024,2024,2024,2025,36,036.Northern_Flicker/Northern_Flicker_0139_28419.jpg,val,35,Northern Flicker
2052,2052,2052,2052,2053,37,037.Acadian_Flycatcher/Acadian_Flycatcher_0066_29190.jpg,val,36,Acadian Flycatcher
2077,2077,2077,2077,2078,37,037.Acadian_Flycatcher/Acadian_Flycatcher_0063_795585.jpg,val,36,Acadian Flycatcher
2084,2084,2084,2084,2085,37,037.Acadian_Flycatcher/Acadian_Flycatcher_0006_795595.jpg,val,36,Acadian Flycatcher
2120,2120,2120,2120,2121,38,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0050_29786.jpg,val,37,Great Crested Flycatcher
2132,2132,2132,2132,2133,38,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0009_29831.jpg,val,37,Great Crested Flycatcher
2150,2150,2150,2150,2151,38,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0066_29488.jpg,val,37,Great Crested Flycatcher
2175,2175,2175,2175,2176,39,039.Least_Flycatcher/Least_Flycatcher_0024_30230.jpg,val,38,Least Flycatcher
2219,2219,2219,2219,2220,39,039.Least_Flycatcher/Least_Flycatcher_0026_30434.jpg,val,38,Least Flycatcher
2227,2227,2227,2227,2228,39,039.Least_Flycatcher/Least_Flycatcher_0080_30457.jpg,val,38,Least Flycatcher
2232,2232,2232,2232,2233,40,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0064_30485.jpg,val,39,Olive sided Flycatcher
2254,2254,2254,2254,2255,40,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0076_30555.jpg,val,39,Olive sided Flycatcher
2266,2266,2266,2266,2267,40,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0001_30669.jpg,val,39,Olive sided Flycatcher
2312,2312,2312,2312,2313,41,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0085_41830.jpg,val,40,Scissor tailed Flycatcher
2336,2336,2336,2336,2337,41,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0020_41680.jpg,val,40,Scissor tailed Flycatcher
2345,2345,2345,2345,2346,41,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0114_41704.jpg,val,40,Scissor tailed Flycatcher
2371,2371,2371,2371,2372,42,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0006_42564.jpg,val,41,Vermilion Flycatcher
2394,2394,2394,2394,2395,42,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0053_42184.jpg,val,41,Vermilion Flycatcher
2401,2401,2401,2401,2402,42,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0065_42467.jpg,val,41,Vermilion Flycatcher
2425,2425,2425,2425,2426,43,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0023_795478.jpg,val,42,Yellow bellied Flycatcher
2464,2464,2464,2464,2465,43,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0054_42709.jpg,val,42,Yellow bellied Flycatcher
2466,2466,2466,2466,2467,43,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0041_42719.jpg,val,42,Yellow bellied Flycatcher
2470,2470,2470,2470,2471,44,044.Frigatebird/Frigatebird_0057_43016.jpg,val,43,Frigatebird
2512,2512,2512,2512,2513,44,044.Frigatebird/Frigatebird_0005_42828.jpg,val,43,Frigatebird
2528,2528,2528,2528,2529,44,044.Frigatebird/Frigatebird_0070_43516.jpg,val,43,Frigatebird
2536,2536,2536,2536,2537,45,045.Northern_Fulmar/Northern_Fulmar_0098_43578.jpg,val,44,Northern Fulmar
2545,2545,2545,2545,2546,45,045.Northern_Fulmar/Northern_Fulmar_0095_43860.jpg,val,44,Northern Fulmar
2553,2553,2553,2553,2554,45,045.Northern_Fulmar/Northern_Fulmar_0076_43893.jpg,val,44,Northern Fulmar
2619,2619,2619,2619,2620,46,046.Gadwall/Gadwall_0029_31637.jpg,val,45,Gadwall
2638,2638,2638,2638,2639,46,046.Gadwall/Gadwall_0070_31187.jpg,val,45,Gadwall
2641,2641,2641,2641,2642,46,046.Gadwall/Gadwall_0049_30936.jpg,val,45,Gadwall
2665,2665,2665,2665,2666,47,047.American_Goldfinch/American_Goldfinch_0096_31876.jpg,val,46,American Goldfinch
2686,2686,2686,2686,2687,47,047.American_Goldfinch/American_Goldfinch_0111_32022.jpg,val,46,American Goldfinch
2698,2698,2698,2698,2699,47,047.American_Goldfinch/American_Goldfinch_0056_32169.jpg,val,46,American Goldfinch
2717,2717,2717,2717,2718,48,048.European_Goldfinch/European_Goldfinch_0041_794645.jpg,val,47,European Goldfinch
2723,2723,2723,2723,2724,48,048.European_Goldfinch/European_Goldfinch_0107_794655.jpg,val,47,European Goldfinch
2725,2725,2725,2725,2726,48,048.European_Goldfinch/European_Goldfinch_0004_33313.jpg,val,47,European Goldfinch
2770,2770,2770,2770,2771,49,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0073_33723.jpg,val,48,Boat tailed Grackle
2778,2778,2778,2778,2779,49,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0112_33841.jpg,val,48,Boat tailed Grackle
2810,2810,2810,2810,2811,49,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0017_33480.jpg,val,48,Boat tailed Grackle
2832,2832,2832,2832,2833,50,050.Eared_Grebe/Eared_Grebe_0023_34309.jpg,val,49,Eared Grebe
2839,2839,2839,2839,2840,50,050.Eared_Grebe/Eared_Grebe_0053_34084.jpg,val,49,Eared Grebe
2859,2859,2859,2859,2860,50,050.Eared_Grebe/Eared_Grebe_0041_34157.jpg,val,49,Eared Grebe
2895,2895,2895,2895,2896,51,051.Horned_Grebe/Horned_Grebe_0076_34841.jpg,val,50,Horned Grebe
2944,2944,2944,2944,2945,51,051.Horned_Grebe/Horned_Grebe_0049_34779.jpg,val,50,Horned Grebe
2946,2946,2946,2946,2947,51,051.Horned_Grebe/Horned_Grebe_0040_34548.jpg,val,50,Horned Grebe
2986,2986,2986,2986,2987,52,052.Pied_billed_Grebe/Pied_Billed_Grebe_0070_35472.jpg,val,51,Pied billed Grebe
2999,2999,2999,2999,3000,52,052.Pied_billed_Grebe/Pied_Billed_Grebe_0050_35530.jpg,val,51,Pied billed Grebe
3001,3001,3001,3001,3002,52,052.Pied_billed_Grebe/Pied_Billed_Grebe_0015_35289.jpg,val,51,Pied billed Grebe
3027,3027,3027,3027,3028,53,053.Western_Grebe/Western_Grebe_0070_36162.jpg,val,52,Western Grebe
3029,3029,3029,3029,3030,53,053.Western_Grebe/Western_Grebe_0045_36425.jpg,val,52,Western Grebe
3067,3067,3067,3067,3068,53,053.Western_Grebe/Western_Grebe_0007_36074.jpg,val,52,Western Grebe
3103,3103,3103,3103,3104,54,054.Blue_Grosbeak/Blue_Grosbeak_0094_36995.jpg,val,53,Blue Grosbeak
3108,3108,3108,3108,3109,54,054.Blue_Grosbeak/Blue_Grosbeak_0072_36774.jpg,val,53,Blue Grosbeak
3119,3119,3119,3119,3120,54,054.Blue_Grosbeak/Blue_Grosbeak_0038_37095.jpg,val,53,Blue Grosbeak
3159,3159,3159,3159,3160,55,055.Evening_Grosbeak/Evening_Grosbeak_0041_37928.jpg,val,54,Evening Grosbeak
3173,3173,3173,3173,3174,55,055.Evening_Grosbeak/Evening_Grosbeak_0070_37767.jpg,val,54,Evening Grosbeak
3182,3182,3182,3182,3183,55,055.Evening_Grosbeak/Evening_Grosbeak_0027_37824.jpg,val,54,Evening Grosbeak
3196,3196,3196,3196,3197,56,056.Pine_Grosbeak/Pine_Grosbeak_0058_38431.jpg,val,55,Pine Grosbeak
3199,3199,3199,3199,3200,56,056.Pine_Grosbeak/Pine_Grosbeak_0003_38437.jpg,val,55,Pine Grosbeak
3247,3247,3247,3247,3248,56,056.Pine_Grosbeak/Pine_Grosbeak_0054_38953.jpg,val,55,Pine Grosbeak
3267,3267,3267,3267,3268,57,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0081_39136.jpg,val,56,Rose breasted Grosbeak
3269,3269,3269,3269,3270,57,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0086_39658.jpg,val,56,Rose breasted Grosbeak
3302,3302,3302,3302,3303,57,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0001_39801.jpg,val,56,Rose breasted Grosbeak
3319,3319,3319,3319,3320,58,058.Pigeon_Guillemot/Pigeon_Guillemot_0083_39980.jpg,val,57,Pigeon Guillemot
3335,3335,3335,3335,3336,58,058.Pigeon_Guillemot/Pigeon_Guillemot_0041_39807.jpg,val,57,Pigeon Guillemot
3337,3337,3337,3337,3338,58,058.Pigeon_Guillemot/Pigeon_Guillemot_0034_40074.jpg,val,57,Pigeon Guillemot
3404,3404,3404,3404,3405,59,059.California_Gull/California_Gull_0012_41272.jpg,val,58,California Gull
3422,3422,3422,3422,3423,59,059.California_Gull/California_Gull_0008_40942.jpg,val,58,California Gull
3425,3425,3425,3425,3426,59,059.California_Gull/California_Gull_0031_41469.jpg,val,58,California Gull
3437,3437,3437,3437,3438,60,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0093_44724.jpg,val,59,Glaucous winged Gull
3439,3439,3439,3439,3440,60,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0034_44625.jpg,val,59,Glaucous winged Gull
3442,3442,3442,3442,3443,60,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0067_45156.jpg,val,59,Glaucous winged Gull
3511,3511,3511,3511,3512,61,061.Heermann_Gull/Heermann_Gull_0032_45774.jpg,val,60,Heermann Gull
3517,3517,3517,3517,3518,61,061.Heermann_Gull/Heermann_Gull_0142_45798.jpg,val,60,Heermann Gull
3541,3541,3541,3541,3542,61,061.Heermann_Gull/Heermann_Gull_0079_45468.jpg,val,60,Heermann Gull
3570,3570,3570,3570,3571,62,062.Herring_Gull/Herring_Gull_0051_46276.jpg,val,61,Herring Gull
3585,3585,3585,3585,3586,62,062.Herring_Gull/Herring_Gull_0084_46406.jpg,val,61,Herring Gull
3598,3598,3598,3598,3599,62,062.Herring_Gull/Herring_Gull_0004_48046.jpg,val,61,Herring Gull
3610,3610,3610,3610,3611,63,063.Ivory_Gull/Ivory_Gull_0061_49416.jpg,val,62,Ivory Gull
3629,3629,3629,3629,3630,63,063.Ivory_Gull/Ivory_Gull_0117_49227.jpg,val,62,Ivory Gull
3639,3639,3639,3639,3640,63,063.Ivory_Gull/Ivory_Gull_0005_49021.jpg,val,62,Ivory Gull
3677,3677,3677,3677,3678,64,064.Ring_billed_Gull/Ring_Billed_Gull_0027_51266.jpg,val,63,Ring billed Gull
3693,3693,3693,3693,3694,64,064.Ring_billed_Gull/Ring_Billed_Gull_0131_51370.jpg,val,63,Ring billed Gull
3711,3711,3711,3711,3712,64,064.Ring_billed_Gull/Ring_Billed_Gull_0018_51505.jpg,val,63,Ring billed Gull
3745,3745,3745,3745,3746,65,065.Slaty_backed_Gull/Slaty_Backed_Gull_0033_796023.jpg,val,64,Slaty backed Gull
3755,3755,3755,3755,3756,65,065.Slaty_backed_Gull/Slaty_Backed_Gull_0046_796035.jpg,val,64,Slaty backed Gull
3756,3756,3756,3756,3757,65,065.Slaty_backed_Gull/Slaty_Backed_Gull_0071_796037.jpg,val,64,Slaty backed Gull
3779,3779,3779,3779,3780,66,066.Western_Gull/Western_Gull_0002_54825.jpg,val,65,Western Gull
3783,3783,3783,3783,3784,66,066.Western_Gull/Western_Gull_0124_53838.jpg,val,65,Western Gull
3814,3814,3814,3814,3815,66,066.Western_Gull/Western_Gull_0114_55644.jpg,val,65,Western Gull
3844,3844,3844,3844,3845,67,067.Anna_Hummingbird/Anna_Hummingbird_0098_56388.jpg,val,66,Anna Hummingbird
3847,3847,3847,3847,3848,67,067.Anna_Hummingbird/Anna_Hummingbird_0029_55823.jpg,val,66,Anna Hummingbird
3871,3871,3871,3871,3872,67,067.Anna_Hummingbird/Anna_Hummingbird_0102_56087.jpg,val,66,Anna Hummingbird
3901,3901,3901,3901,3902,68,068.Ruby_throated_Hummingbird/Ruby_Throated_Hummingbird_0088_57366.jpg,val,67,Ruby throated Hummingbird
3915,3915,3915,3915,3916,68,068.Ruby_throated_Hummingbird/Ruby_Throated_Hummingbird_0106_57976.jpg,val,67,Ruby throated Hummingbird
3940,3940,3940,3940,3941,68,068.Ruby_throated_Hummingbird/Ruby_Throated_Hummingbird_0059_58210.jpg,val,67,Ruby throated Hummingbird
3989,3989,3989,3989,3990,69,069.Rufous_Hummingbird/Rufous_Hummingbird_0064_58509.jpg,val,68,Rufous Hummingbird
3997,3997,3997,3997,3998,69,069.Rufous_Hummingbird/Rufous_Hummingbird_0006_59621.jpg,val,68,Rufous Hummingbird
4014,4014,4014,4014,4015,69,069.Rufous_Hummingbird/Rufous_Hummingbird_0120_59900.jpg,val,68,Rufous Hummingbird
4060,4060,4060,4060,4061,70,070.Green_Violetear/Green_Violetear_0027_60841.jpg,val,69,Green Violetear
4067,4067,4067,4067,4068,70,070.Green_Violetear/Green_Violetear_0094_795634.jpg,val,69,Green Violetear
4070,4070,4070,4070,4071,70,070.Green_Violetear/Green_Violetear_0086_795639.jpg,val,69,Green Violetear
4078,4078,4078,4078,4079,71,071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0027_60950.jpg,val,70,Long tailed Jaeger
4091,4091,4091,4091,4092,71,071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0001_797061.jpg,val,70,Long tailed Jaeger
4130,4130,4130,4130,4131,71,071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0041_60891.jpg,val,70,Long tailed Jaeger
4136,4136,4136,4136,4137,72,072.Pomarine_Jaeger/Pomarine_Jaeger_0038_61446.jpg,val,71,Pomarine Jaeger
4164,4164,4164,4164,4165,72,072.Pomarine_Jaeger/Pomarine_Jaeger_0001_795772.jpg,val,71,Pomarine Jaeger
4189,4189,4189,4189,4190,72,072.Pomarine_Jaeger/Pomarine_Jaeger_0043_61384.jpg,val,71,Pomarine Jaeger
4241,4241,4241,4241,4242,73,073.Blue_Jay/Blue_Jay_0024_63167.jpg,val,72,Blue Jay
4242,4242,4242,4242,4243,73,073.Blue_Jay/Blue_Jay_0002_62657.jpg,val,72,Blue Jay
4250,4250,4250,4250,4251,73,073.Blue_Jay/Blue_Jay_0048_62433.jpg,val,72,Blue Jay
4265,4265,4265,4265,4266,74,074.Florida_Jay/Florida_Jay_0109_64558.jpg,val,73,Florida Jay
4267,4267,4267,4267,4268,74,074.Florida_Jay/Florida_Jay_0075_65093.jpg,val,73,Florida Jay
